SampleID,base_index,Char_stat,ORDER
Reference (PSMA7_sg4),-20,-,0
Reference (PSMA7_sg4),-21,-,0
Reference (PSMA7_sg4),-22,-,0
Reference (PSMA7_sg4),-23,-,0
Reference (PSMA7_sg4),-24,-,0
Reference (PSMA7_sg4),-25,-,0
Reference (PSMA7_sg4),-26,-,0
Reference (PSMA7_sg4),-27,-,0
Reference (PSMA7_sg4),-28,-,0
Reference (PSMA7_sg4),-29,-,0
R01-C02_______________________________________________________,-30,Ref,0
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C02_(Profile#1),-62,-,-1
R01-C04_______________________________________________________,-30,Ref,-2
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C04_(Profile#1),-62,-,-3
R01-C06_______________________________________________________,-30,Ref,-4
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C06_(Profile#1),-62,-,-5
R01-C08_______________________________________________________,-30,Ref,-6
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C08_(Profile#1),-62,-,-7
R01-C10_______________________________________________________,-30,Ref,-8
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C10_(Profile#1),-62,-,-9
R01-C12_______________________________________________________,-30,Ref,-10
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C12_(Profile#1),-62,-,-11
R01-C14_______________________________________________________,-30,Ref,-12
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C14_(Profile#1),-62,-,-13
R01-C16_______________________________________________________,-30,Ref,-14
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C16_(Profile#1),-62,-,-15
R01-C18_______________________________________________________,-30,Ref,-16
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C18_(Profile#1),-62,-,-17
R01-C20_______________________________________________________,-30,Ref,-18
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
R01-C20_(Profile#1),-62,-,-19
